Subjnr,Prec,Weekly,Mode,P,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,LAKW,AUC.G,AUC.L,Alpha.G,Alpha.L,Gamma.G,Gamma.L,DWG10,DWG30,DWG50,DWG70,DWG90,DWL10,DWL30,DWL50,DWL70,DWL90,SSL4,SSL3,SSL2,SSL1,RP,SSG1,SSG2,SSG3,SSG4,PBSG10,PBSG30,PBSG50,PBSG70,PBSG90,PBSL10,PBSL30,PBSL50,PBSL70,PBSL90,BDG05,BDG510,BDL05,BDL510,D5G,RG,BetaG,D5L,RL,BetaL,Age,Gender,Weight,Height,Cigarettes,Alcohol,Exercise
153,2,1,3,40,0,0,0,0,0,0,0,0,0,200,1.42857142857143,0.65581305023304,0.432731434384537,0.535332386174157,1.37781881122257,0.843093111670429,3.38473407343231,0.784751585623679,0.736635220125786,0.882135306553911,0.937764270613108,0.963266384778013,0.1125,0.140178571428571,0.223214285714286,0.249107142857143,0.952868852459016,-98.3,-73.9,-72,-28,0,40,101.6,197,386.2,223.3,191.9,297,339.1,358.4,-12.6,-15.7,-25,-27.9,-93.7,162.9,126.7,-35.3,-47.6,0.947781773887331,0.0550951997087854,0.942222812067251,0.995195810567394,0.00482738108580594,0.791214806595577,19,Male,74,186,0,4,4
